S_StudentID,S_FirstName,S_LastName,S_Year,S_GPA,S_MajorID,S_AdvisorID
9952,Gina,Roberson,So,0.85,66,21029
9953,Ruby,Snyder,So,2.17,76,22655
9954,Rebecca,Hinson,Jr,2.97,10,18903
9955,Ross,Mason,So,1.54,30,607
9956,Kenneth,Reeves,So,2.12,9,479
9957,Yvonne,Field,So,2.54,74,17350
9958,Charlene,Duffy,So,3.84,61,12650
9959,Melinda,Corbett,Sr,3.38,10,11932
9960,Lois,Moore,So,2.45,8,17457
9961,Marguerite,Richmond,So,1.65,71,6067
9962,Randy,Duke,So,0.81,47,22044
9963,Angela,Petersen,Sr,2.20,36,20089
9964,Steven,Merrill,Jr,1.98,48,1710
9965,Jamie,Morrison,Fr,1.22,34,8920
9966,Vivian,Whitaker,Sr,2.12,64,308
9967,Kelly,Sinclair,Sr,2.19,34,756
9968,Megan,Pugh,So,1.95,29,12911
9969,Ralph,Henson,Sr,2.90,30,18563
9970,June,Adkins,So,3.31,75,2421
9971,Katie,Burton,Fr,0.66,72,9822
9972,Sara,Hill,Sr,3.69,13,10974
9973,Victor,McKay,Fr,1.02,33,15826
9974,Nicole,Diaz,Jr,3.82,73,19201
9975,Alan,Francis,Jr,0.40,37,5325
9976,Max,Wilkins,Fr,0.60,55,2996
9977,Curtis,Davenport,Sr,1.88,24,15080
9978,Maria,Phillips,Fr,3.56,28,12015
9979,Jan,Hahn,Fr,2.62,74,17480
9980,Kristen,Park,Jr,0.77,51,2812
9981,Monica,Rao,Fr,3.20,21,20998
9982,Harry,Young,So,2.78,69,9355
9983,Bill,Stevenson,Fr,0.73,25,1758
9984,Sally,Friedman,Fr,2.95,45,6592
9985,Vincent,Sullivan,Jr,3.25,50,11711
9986,Janice,Simmons,Fr,3.35,11,1126
9987,Wesley,Lamm,So,2.43,24,5433
9988,Emily,Case,Sr,1.95,44,16924
9989,Jennifer,Wheeler,Fr,0.81,32,21907
9990,Adam,Whitaker,Sr,2.82,7,11872
9991,Anna,Dale,So,2.00,5,6380
9992,Franklin,Pearce,Sr,2.38,7,15114
9993,Cynthia,Lanier,So,0.21,73,13343
9994,Vivian,Monroe,Sr,0.32,48,12864
9995,Harriet,Sellers,Fr,1.52,69,18344
9996,Julia,Pate,So,1.38,49,21343
9997,Oscar,Phillips,Sr,3.78,39,1887
9998,Ross,Eaton,So,0.47,34,8850
9999,Mike,High,Jr,3.92,36,7504
10000,Ruth,Owen,So,2.69,73,9471
10001,Darlene,Boswell,Fr,0.43,41,15080
10002,Harvey,Dickinson,Jr,3.35,32,21086
10003,Tina,Cummings,Jr,0.03,55,5065
10004,William,Helms,Sr,1.10,52,2004
10005,Alex,Copeland,So,2.62,56,12742
10006,Shawn,McCall,Fr,1.08,47,14403
10007,Johnny,Thomson,Jr,0.72,55,13353
10008,Bernice,Warren,So,2.73,12,10812
10009,Charles,Short,Jr,1.72,67,2190
10010,Gloria,Bowles,So,3.68,60,15589
10011,Jeremy,Odom,So,2.12,60,12715
10012,James,Block,Jr,0.60,21,10120
10013,Barry,Dougherty,So,3.89,9,11566
10014,Jan,Fitzgerald,Jr,0.13,12,7436
10015,Daniel,Barefoot,Sr,0.84,36,24741
10016,Emma,Hwang,Sr,0.21,70,19185
10017,Alice,Simmons,Sr,3.05,20,16717
10018,Kristen,Rosenthal,Jr,2.29,15,19843
10019,Katharine,Rodgers,So,2.38,7,23858
10020,Marjorie,Bowling,Jr,1.25,38,13224
10021,Joe,Hester,So,0.20,67,2434
10022,Clyde,Huff,Sr,2.46,71,17468
10023,Colleen,Barry,Fr,0.48,81,15060
10024,Lillian,Kirby,Sr,1.80,28,16479
10025,Vincent,Cooke,So,3.55,60,18402
10026,Leroy,Mason,Sr,3.24,71,10193
10027,Sherri,Butler,Fr,2.89,11,11060
10028,Tom,Shore,Sr,1.71,80,7145
10029,Ronnie,Ritchie,So,2.69,4,2739
10030,Hannah,Chan,Fr,2.90,66,14439
10031,Aaron,Vincent,Jr,3.88,9,12191
10032,Karl,Coates,Jr,3.48,24,17015
10033,Julian,Stevens,Fr,0.32,74,21363
10034,Pat,Jacobson,Sr,2.86,26,5900
10035,Judy,Crawford,Sr,1.06,1,4511
10036,Richard,Shannon,Sr,3.78,65,13749
10037,Marcus,Middleton,Fr,1.79,79,4470
10038,Kurt,Michael,Sr,0.49,77,6452
10039,Brian,Anderson,Fr,3.92,37,21207
10040,Tonya,Curtis,Sr,0.98,23,21263
10041,Janet,Brewer,So,1.76,17,21389
10042,Jordan,Capps,Fr,1.91,43,5366
10043,Jerome,Sherrill,Jr,1.00,6,1814
10044,Natalie,Summers,Sr,1.91,14,19041
10045,Joy,Herman,So,2.81,15,19257
10046,Gladys,Pennington,Jr,0.35,39,123
10047,Elisabeth,Field,Fr,2.30,11,6899
10048,Tim,McKenna,Sr,3.78,31,22229
10049,Jerry,Dickens,Fr,3.57,31,17623
10050,Gloria,Randall,Fr,2.94,81,9521
10051,Gail,Gentry,So,1.20,41,15412
10052,LeRoy,Shah,Fr,3.92,44,3296
10053,Erik,Nolan,Sr,0.90,14,11303
10054,Philip,Crowder,Sr,3.27,80,1195
10055,Jan,Bowling,So,3.79,79,20945
10056,Laurence,Moody,So,1.74,43,24350
10057,Paula,Haas,Fr,2.41,34,15570
10058,Brenda,Spencer,Sr,2.19,35,3747
10059,Claude,Grady,So,3.57,3,23452
10060,John,Bowling,Sr,0.69,50,2054
10061,Emily,Lloyd,Sr,1.68,33,5723
10062,Clara,Goodman,Fr,2.24,72,1305
10063,Kay,Day,So,0.30,18,11912
10064,Alicia,Kinney,So,0.50,72,4182
10065,Tammy,Brewer,So,2.16,30,23666
10066,Patrick,Ball,Fr,2.06,42,23998
10067,Alexandra,Hancock,Sr,2.14,18,4489
10068,Ken,Chu,Sr,1.70,60,9663
10069,Stanley,Singleton,Jr,0.02,6,18486
10070,Ryan,Rowe,So,2.04,78,13695
10071,Stuart,Berman,Jr,0.04,35,17722
10072,Phyllis,Williford,Fr,0.76,62,13052
10073,Melvin,Ellis,Sr,1.10,2,2983
10074,Daniel,Jordan,Sr,1.99,58,15111
10075,Renee,Conrad,Jr,1.63,83,22492
10076,Luis,Singleton,Sr,2.16,64,1713
10077,Diane,Dyer,So,1.40,20,13503
10078,Jon,Goodman,Sr,1.40,53,7143
10079,Hannah,Baldwin,Fr,1.25,38,20291
10080,Amanda,Locklear,Jr,2.63,70,9889
10081,Emma,Teague,Sr,1.39,68,9869
10082,Ray,Stroud,Fr,1.92,58,8718
10083,Cecil,Sharp,Fr,2.62,39,24118
10084,Jerome,Fox,Jr,1.82,14,8375
10085,Gretchen,Abbott,Jr,2.87,60,621
10086,Leonard,Werner,Fr,2.39,1,22699
10087,Constance,Ennis,Jr,0.91,7,15376
10088,Gretchen,Goodwin,Jr,3.50,59,14730
10089,Thelma,Wood,So,1.99,77,8909
10090,Marie,Cline,Fr,1.07,9,23807
10091,Melanie,Neal,So,3.27,21,17052
10092,Marlene,Freeman,So,0.51,46,22732
10093,James,Cobb,Fr,2.26,71,24699
10094,Scott,Watkins,Sr,0.61,72,20130
10095,Connie,Hanson,Jr,2.96,49,14637
10096,Neal,Daniels,Sr,1.66,42,13554
10097,Wanda,Pittman,Fr,1.89,55,3510
10098,Neal,Hobbs,So,2.56,26,1440
10099,Jacqueline,Michael,So,2.92,45,3198
10100,Tracey,Perez,Fr,2.77,33,24802
10101,Diane,Casey,Jr,2.08,41,7178
10102,Tommy,Sharpe,Sr,1.56,60,20884
10103,Charles,Phelps,Sr,0.32,33,22433
10104,Charlie,Watts,So,3.84,78,283
10105,Sylvia,Wyatt,So,2.12,18,1506
10106,Tiffany,Crabtree,Fr,2.18,72,598
10107,Earl,McKee,Sr,1.98,43,14597
10108,Jeremy,Byrne,Jr,0.46,20,1548
10109,Ernest,Osborne,So,0.61,5,3598
10110,Lois,Pitts,Fr,0.45,39,18913
10111,Dorothy,Jones,Sr,1.51,66,863
10112,Neil,Rogers,So,1.61,7,18961
10113,Caroline,Kessler,Fr,2.36,15,13735
10114,Henry,Hart,Sr,2.55,82,16311
10115,Stanley,Lang,Sr,1.12,63,14828
10116,Jonathan,Mangum,Sr,1.38,72,6457
10117,Angela,Moore,So,2.71,7,4674
10118,Gary,Griffith,Sr,1.53,80,3968
10119,Kathryn,Ford,So,0.89,3,10836
10120,Phyllis,McCall,Jr,3.04,72,4796
10121,Jamie,Grossman,So,3.98,77,9661
10122,Justin,Mack,Jr,2.81,31,23132
10123,Barry,Beck,Fr,2.77,54,14417
10124,Milton,Clark,Jr,0.29,18,4391
10125,Vanessa,Cobb,So,0.21,69,3270
10126,Nicole,Golden,Jr,3.92,19,11769
10127,Alan,Barbee,So,3.14,60,17254
10128,Laurence,Buck,Fr,1.99,13,21421
10129,Irene,Joyce,Jr,1.01,18,11446
10130,Wesley,Odom,So,1.65,73,14914
10131,Gloria,Knowles,Jr,3.05,5,10912
10132,Heather,Huff,Jr,2.39,74,6770
10133,Christy,Jernigan,So,2.29,40,4731
10134,Tara,Francis,So,0.18,16,17138
10135,Cathy,Case,Fr,2.31,24,16273
10136,Jerry,Blake,Fr,0.35,24,19493
10137,Roy,Bunn,Fr,0.97,36,10354
10138,Tonya,Field,Jr,3.56,34,1970
10139,Marjorie,Creech,Sr,0.81,19,19055
10140,Carl,McLeod,Jr,2.17,60,2137
10141,Anne,Steele,So,3.00,65,4343
10142,William,Paul,Fr,0.20,27,19093
10143,Lynne,Yang,Sr,2.60,21,16457
10144,Anna,Bernstein,Jr,1.30,7,13607
10145,Chris,McLamb,Sr,3.88,48,2831
10146,Cameron,Boyle,So,0.90,30,11326
10147,Alex,Petersen,Jr,1.34,44,13952
10148,Guy,Carey,Fr,0.92,66,19173
10149,Ronald,Yu,Sr,0.78,77,5583
10150,Charles,Shah,So,1.02,17,19411
10151,Eugene,Epstein,Sr,2.49,71,4119
10152,Marsha,Thomson,Sr,2.89,10,9271
10153,Brett,Morse,Jr,1.10,51,16807
10154,Kent,Morrison,So,1.19,30,4484
10155,Kate,Pearce,Sr,2.42,81,2659
10156,Allan,Werner,Sr,1.18,7,4991
10157,Paul,Lucas,Jr,0.82,4,1690
10158,Patrick,Pierce,Jr,1.66,25,23654
10159,Frank,Warner,Fr,3.73,26,11926
10160,Stacey,Sanchez,So,3.55,34,24261
10161,Joanna,Watts,Sr,2.20,9,11119
10162,Jesse,Brewer,Fr,1.44,68,21488
10163,Jimmy,Ingram,Jr,2.07,48,8906
10164,Jacob,Abbott,So,3.63,71,2801
10165,Sally,Patel,Jr,1.43,13,23908
10166,Janet,Kirby,So,2.98,80,13291
10167,Phillip,Faircloth,Sr,2.18,26,9785
10168,Elizabeth,Lindsey,So,1.97,11,12600
10169,Scott,Sun,Jr,0.32,64,7548
10170,Christian,Cowan,Fr,3.96,2,22310
10171,Arnold,Tyler,So,1.98,28,14753
10172,Denise,Richardson,Sr,2.36,82,22591
10173,Paul,Lyon,Fr,2.58,75,441
10174,Edwin,Marks,Jr,3.35,18,464
10175,Derek,Haynes,So,2.17,56,4182
10176,Neal,Pate,Fr,0.29,2,191
10177,Tim,McDowell,Fr,1.90,4,20862
10178,Wendy,Rosenberg,Fr,3.41,45,20767
10179,Joanne,McCormick,So,0.01,51,4948
10180,Beverly,Bruce,Sr,3.45,52,21304
10181,Franklin,Dillon,So,0.64,40,20050
10182,Dianne,Wiggins,Fr,3.84,20,5971
10183,Joe,Moore,Jr,3.57,79,22678
10184,Robyn,Meadows,Jr,2.66,52,14843
10185,Victor,Graves,Fr,2.66,46,6489
10186,Cameron,Merrill,Sr,2.47,38,22337
10187,Janet,Blair,Jr,1.60,40,14032
10188,Bernard,Blair,Sr,1.02,32,22364
10189,Rhonda,Hu,Fr,0.61,75,7327
10190,Amanda,Gibbs,Sr,3.38,49,16267
10191,April,Cho,Jr,2.14,36,6221
10192,Louise,Reynolds,Jr,3.69,11,21868
10193,Maurice,Brennan,Jr,3.47,65,650
10194,Jon,Ritchie,Jr,0.90,31,23610
10195,Nathan,Bolton,Sr,3.04,57,22470
10196,Cheryl,Blackwell,Sr,0.63,81,15611
10197,Rodney,Payne,So,3.47,37,10982
10198,Ann,Atkinson,Jr,0.05,79,18344
10199,Ian,Copeland,Sr,1.05,77,13711
10200,Bernard,Barbee,Jr,0.85,68,3504
10201,Marcus,Galloway,Sr,1.75,25,19998
10202,Ron,Whitley,So,3.89,47,14400
10203,Lewis,Cameron,Sr,3.33,28,12216
10204,Annette,Quinn,Jr,2.92,77,24239
10205,Rosemary,Arthur,Fr,1.27,73,21380
10206,Terry,Woodard,Jr,3.11,25,9536
10207,Tamara,Shaw,Jr,0.45,17,15511
10208,Kristen,Craven,Jr,0.57,34,11511
10209,Melissa,Lawson,Fr,1.60,44,21750
10210,Allan,O'Neal,Fr,3.31,83,891
10211,Jacob,Sykes,Sr,3.20,47,17682
10212,Barry,Beard,Jr,0.32,9,12531
10213,Steve,Parrish,So,2.57,59,10681
10214,Dana,Cook,Fr,2.30,83,7242
10215,Ricky,Crane,Fr,2.11,11,16822
10216,Hilda,Sigmon,Jr,0.42,43,10703
10217,Bruce,Joyce,Fr,2.43,14,2674
10218,Andrea,Henson,Fr,1.65,58,14917
10219,Wallace,Chambers,So,0.86,56,11349
10220,Mitchell,Pierce,So,2.88,37,1860
10221,Ethel,Schaefer,So,3.98,56,19880
10222,Jessica,Lanier,Jr,3.59,48,3361
10223,Kristin,Wooten,Sr,3.35,12,2652
10224,Tracy,Alston,Sr,3.62,12,243
10225,Glenda,Talley,Sr,0.62,72,21369
10226,Judy,Rouse,Jr,3.89,12,9510
10227,Laura,Mullen,Jr,2.41,29,20848
10228,Kristina,Bond,Jr,1.95,69,965
10229,Wesley,Cooper,Jr,0.15,11,22754
10230,Donna,Warner,Fr,2.54,46,5144
10231,Lynda,Hawley,Jr,0.26,56,8402
10232,Patrick,Rao,Sr,2.88,15,23496
10233,Hazel,Perry,So,0.22,69,10919
10234,Ken,Owen,Jr,2.32,36,17196
10235,Cynthia,Dickerson,Sr,1.16,43,22191
10236,Teresa,Langston,Fr,3.96,5,12895
10237,Ronnie,Winters,Fr,0.05,37,20897
10238,Mary,Morton,Jr,3.98,66,11090
10239,Penny,Crews,Sr,1.12,61,24369
10240,April,Adcock,Sr,2.55,78,21941
10241,Laura,Long,Sr,0.55,1,14209
10242,Tom,Carroll,Sr,1.87,12,16756
10243,Marcia,Brantley,Fr,3.09,65,17031
10244,Leah,Avery,So,2.26,42,12659
10245,Alexandra,Wallace,Sr,0.05,67,14734
10246,Claire,Pierce,Sr,0.11,31,7794
10247,Donna,Gordon,Jr,3.99,80,11348
10248,Lillian,Best,Jr,1.49,34,2199
10249,Leo,Maynard,Fr,0.33,73,22228
10250,Cynthia,Shapiro,So,1.29,22,6849
10251,Tonya,Bryant,Sr,3.88,79,14918
10252,Johnny,Pruitt,So,3.20,9,13060
10253,Jose,Allison,Sr,3.16,9,12563
10254,Dana,Simmons,Jr,0.65,79,13870
10255,Karen,Dickinson,Fr,3.04,68,9665
10256,Lorraine,Barry,Fr,2.04,76,9398
10257,Alfred,Kennedy,Sr,3.47,38,9413
10258,Karen,Bowers,Fr,0.55,54,16262
10259,Suzanne,Liu,Jr,2.56,45,14714
10260,Teresa,Garcia,Sr,3.41,83,18348
10261,Judy,McCullough,Sr,3.06,36,10485
10262,Sean,Keith,Jr,0.05,33,6565
10263,Alan,Tanner,So,2.97,53,4164
10264,James,O'Donnell,So,2.98,47,7787
10265,Sherri,Barr,Sr,3.97,61,13740
10266,Tony,Kessler,So,1.98,81,19221
10267,Billie,Boyette,Sr,3.85,62,14380
10268,Helen,Dalton,Fr,1.63,11,2357
10269,Scott,Cowan,Fr,2.20,72,3439
10270,Wade,Woodard,Sr,1.03,51,13856
10271,Eugene,Shaw,Jr,1.27,25,6678
10272,Carole,Singh,Sr,0.30,16,12236
10273,Craig,Beck,Sr,3.39,15,12014
10274,Eleanor,Sun,So,1.36,1,22138
10275,Tamara,Godwin,Jr,2.46,71,17421
10276,Sara,Skinner,Fr,3.78,51,7923
10277,Carole,Sanford,So,3.20,33,16444
10278,Marguerite,Moon,So,3.25,43,4152
10279,Mike,Teague,Fr,1.81,25,10409
10280,Harvey,Camp,Jr,3.63,35,3842
10281,Jenny,Murphy,So,0.85,76,12417
10282,Mildred,Lambert,Fr,1.24,12,17905
10283,Kristina,Knowles,Sr,0.57,56,22544
10284,Joan,Wooten,So,1.01,1,13553
10285,Kathy,Schroeder,Sr,0.72,52,20554
10286,Gayle,Womble,Fr,1.89,78,24977
10287,Dean,Sparks,So,3.19,75,20347
10288,Benjamin,Rice,Fr,2.94,64,953
10289,Ron,Wiley,Jr,0.63,63,19071
10290,Grace,Roach,Fr,3.77,74,11674
10291,Barbara,Chen,So,3.77,41,19018
10292,Gene,Watson,Sr,3.88,36,8013
10293,Ann,Dillon,Sr,3.52,65,15138
10294,Floyd,Weinstein,Jr,1.06,25,9109
10295,Bill,Hernandez,So,3.36,39,1170
10296,Jack,Rosen,So,1.82,24,12442
10297,Carole,Meyer,Jr,1.74,30,10675
10298,Josephine,Frazier,Jr,3.54,16,212
10299,Carmen,Potter,Fr,3.81,35,18943
10300,Ralph,Chambers,Sr,0.52,38,12117
10301,Kathryn,Cherry,Sr,0.62,58,8475
10302,Donna,Crane,So,3.67,41,4713
10303,Juanita,Finch,Jr,2.93,30,502
10304,Scott,McPherson,Sr,3.82,4,11963
10305,Marguerite,Carroll,So,1.46,59,671
10306,Laura,Meadows,So,0.66,23,5745
10307,Brent,Wrenn,Sr,3.44,12,12966
10308,Alvin,Bowling,Fr,0.87,33,6645
10309,Sheila,Harrison,Fr,1.66,3,20895
10310,Ricky,Bowman,Fr,2.55,80,108
10311,Greg,Cannon,Sr,1.41,9,5114
10312,Lori,Weiss,So,2.76,22,7075
10313,Heather,Stout,Fr,2.51,32,20527
10314,Tracy,Proctor,Fr,3.02,1,13744
10315,Julia,Berger,So,2.72,21,13412
10316,Wayne,Crane,So,3.07,28,7426
10317,Jerry,Morris,Fr,0.70,39,19894
10318,Chris,Osborne,Jr,3.13,3,24085
10319,Lynda,Pace,Jr,1.18,77,8381
10320,Evelyn,Jain,So,0.85,79,13686
10321,Linda,Hicks,Sr,0.34,27,3674
10322,Elaine,Glenn,So,2.88,41,13985
10323,Shirley,Hubbard,Jr,0.32,45,6375
10324,Robyn,Ball,Sr,3.26,78,10830
10325,Marianne,Aycock,Sr,2.46,82,24171
10326,Justin,McMillan,Jr,1.91,12,5406
10327,Bill,Kirkland,Fr,3.93,28,20038
10328,Sheryl,Pittman,Sr,3.16,62,21821
10329,Jacqueline,Kent,Jr,3.31,33,21382
10330,Erika,Fields,Sr,2.33,54,9287
10331,Danny,Siegel,Jr,1.11,50,12365
10332,Leah,Carlton,Sr,2.15,46,876
10333,Frank,Lowry,So,1.92,53,10907
10334,Randall,McDowell,Fr,2.96,32,1307
10335,Stanley,O'Connell,Sr,3.99,51,21952
10336,Shirley,Wiggins,Fr,0.43,56,4146
10337,Arthur,Hawley,Fr,1.09,49,2103
10338,Greg,Norton,Jr,1.84,27,17208
10339,Bonnie,Riggs,Jr,2.66,55,4080
10340,Pauline,McGuire,Jr,0.37,38,11337
10341,Maureen,Walker,So,1.78,48,12528
10342,Laura,Bowman,Jr,1.23,7,8003
10343,Kyle,McAllister,Fr,1.91,64,1274
10344,Joanne,Sanford,Sr,2.19,23,16567
10345,Jesse,Rivera,Fr,3.85,43,4016
10346,Billy,Clarke,So,0.70,36,14977
10347,Melissa,May,Sr,3.70,34,15042
10348,Bonnie,Garrison,So,2.67,61,2195
10349,Ben,Daniel,Sr,2.56,37,9061
10350,Kurt,Dillon,So,1.13,23,21782
10351,Edith,Ward,Fr,3.10,68,11472
10352,Emily,Decker,So,2.31,59,16933
10353,Alice,Crowell,Jr,3.03,39,12516
10354,Bruce,Mueller,Sr,3.84,76,10156
10355,Curtis,Brock,Sr,2.14,62,19980
10356,Maurice,Garner,Sr,2.43,17,7739
10357,Maria,Briggs,Jr,0.54,69,7493
10358,Tonya,Kent,Jr,0.83,58,19104
10359,Joan,Lamm,So,2.90,45,12095
10360,Bill,Sanders,So,1.04,12,8845
10361,Earl,Potter,Sr,3.09,69,16273
10362,Lucy,Tuttle,Sr,2.00,80,10043
10363,Leonard,Bullard,Fr,2.45,49,9342
10364,Teresa,Dickinson,Fr,2.86,54,9680
10365,Veronica,Owens,So,1.39,59,2875
10366,Carl,Silverman,Sr,0.44,10,15500
10367,Jeanne,Burke,Jr,3.79,11,21796
10368,Colleen,Olson,Jr,2.58,23,13811
10369,Sally,Joyce,Jr,1.54,12,24470
10370,Cynthia,Skinner,Jr,1.99,79,16929
10371,Theodore,Kelly,Sr,0.26,54,8117
10372,Margaret,Hatcher,Sr,2.54,49,4653
10373,Marilyn,Reilly,Jr,2.56,36,16322
10374,Vicki,Godwin,So,2.30,72,22113
10375,Danny,Sykes,Fr,2.95,1,14771
10376,Roberta,Stern,So,3.99,28,24621
10377,Kate,Townsend,So,3.16,47,6017
10378,Erik,Lim,Fr,3.86,58,7206
10379,Jonathan,Silver,Fr,1.49,79,15163
10380,Erin,Burnett,Sr,1.22,10,22470
10381,Gregory,Kaplan,Sr,3.29,18,20213
10382,Bernice,Bowers,Jr,0.32,38,8071
10383,Ashley,White,So,1.22,59,20560
10384,Erin,Crane,So,2.09,36,12054
10385,Evelyn,Welsh,So,3.64,12,16200
10386,Marian,Perez,Fr,1.03,56,19841
10387,Jack,Booth,So,0.25,10,3675
10388,Jeanne,Pope,So,3.63,22,9749
10389,Jackie,Bradshaw,Jr,2.93,54,4807
10390,Glen,Gunter,Jr,3.42,80,14367
10391,Ashley,Sumner,Sr,0.07,20,20530
10392,Anthony,Chase,Sr,0.82,39,23588
10393,Maurice,Bowles,So,3.66,72,679
10394,Robin,Benton,Sr,1.61,32,15464
10395,Eric,Francis,Jr,1.15,76,23414
10396,Ethel,Shannon,Fr,1.58,72,7950
10397,Don,Klein,So,3.56,78,24841
10398,Michele,Carlson,Jr,3.46,46,7842
10399,Scott,Reeves,Sr,0.38,18,17020
10400,Thomas,Deal,Sr,0.83,24,13394
10401,Kay,Tanner,Sr,1.39,32,9251
10402,Billy,Cox,So,2.78,46,13203
10403,Joann,Wiley,Sr,1.13,51,23386
10404,Patsy,Mueller,So,3.80,81,20072
10405,Norma,Crowder,Sr,2.33,5,6410
10406,Arthur,Hines,Sr,2.61,82,8390
10407,Lauren,Glass,Jr,0.46,33,10242
10408,Mitchell,Ray,Jr,2.12,24,23674
10409,Jean,Lanier,Fr,0.11,33,12953
10410,Jackie,Lawson,Fr,0.37,75,2784
10411,Dwight,Anthony,Sr,2.33,29,12040
10412,Mike,Bunn,So,4.00,82,13161
10413,Sheila,Swanson,So,0.23,64,19566
10414,Jonathan,Nicholson,So,3.72,50,21655
10415,Helen,Roach,Fr,1.73,47,21445
10416,Brent,Hurley,So,1.63,73,22642
10417,Rose,Hardison,Sr,1.41,14,16841
10418,Kristen,Booth,Sr,3.73,63,13134
10419,Diana,Whitfield,Fr,2.12,65,20693
10420,Norma,Cline,Sr,2.58,15,18284
10421,Sally,Cooper,So,0.16,25,14280
10422,Stuart,Barber,Fr,0.76,38,15477
10423,Zachary,Dalton,Fr,2.24,45,15036
10424,Don,Johnson,Jr,1.55,77,15624
10425,Jennifer,Riley,Jr,0.18,83,5878
10426,Deborah,Whitfield,Jr,1.83,4,24928
10427,Natalie,Hoover,Jr,3.37,72,7584
10428,Henry,Barry,Fr,0.96,13,23077
10429,Amy,Donnelly,Sr,3.51,12,14314
10430,Linda,Cheek,Fr,1.66,21,24132
10431,Sandra,Callahan,So,3.10,37,3304
10432,Claudia,Sutherland,So,3.00,48,21578
10433,Francis,Frost,So,0.89,5,3887
10434,Monica,Hawley,Fr,3.06,38,563
10435,Carolyn,Cobb,Jr,3.96,7,22506
10436,Melanie,Garrison,So,3.67,60,8969
10437,Terry,McIntyre,Jr,0.92,45,13696
10438,Theresa,Callahan,Jr,0.48,18,17399
10439,Melanie,Cheek,Fr,3.07,11,13972
10440,Larry,O'Neill,Sr,2.01,27,5589
10441,Bobby,Barton,Jr,0.33,50,18301
10442,Neal,Marshall,Jr,1.72,55,6280
10443,Jackie,Sharpe,Fr,1.53,73,8854
10444,Raymond,Woodard,Jr,1.54,55,14621
10445,Robert,Horton,Jr,1.51,71,15791
10446,Andrea,Nguyen,Jr,1.70,68,5331
10447,Sherri,Bland,Jr,0.14,59,13428
10448,Sheryl,Clarke,So,3.47,20,694
10449,Harriet,Sherrill,Sr,0.31,60,3494
10450,Anita,Browning,So,0.35,77,19075
10451,Ronnie,Kern,Jr,3.49,31,9578
10452,Jeanette,Oliver,Fr,1.34,4,10267
10453,Christina,Malone,Sr,2.47,19,9838
10454,Shirley,English,Fr,2.90,3,11863
10455,Robert,Garrett,Fr,2.53,64,6407
10456,Marion,Carson,So,1.73,69,16634
10457,Glenda,Snow,Sr,1.83,57,2911
10458,Cathy,McLamb,Fr,0.15,42,11559
10459,Faye,James,Sr,0.77,14,13090
10460,Tom,Banks,Sr,0.56,54,9008
10461,Adam,West,Jr,1.45,71,20535
10462,Charlie,Beck,Fr,2.27,77,4947
10463,George,Stevenson,Sr,1.24,47,14509
10464,Gilbert,Hood,So,1.43,59,474
10465,Shirley,Armstrong,So,3.74,55,9807
10466,Kristina,Crabtree,So,1.80,47,19150
10467,Annie,Harding,Sr,1.47,36,13898
10468,Wade,Rice,Jr,3.24,80,3908
10469,Laurie,Bradley,Jr,1.16,79,2485
10470,Luis,Blackburn,So,1.23,23,12557
10471,Neal,Armstrong,Fr,0.47,12,24042
10472,Juan,Pope,So,2.72,59,16904
10473,Laurie,Ballard,Fr,2.64,39,22206
10474,Tara,Miller,Jr,3.89,68,22079
10475,Jean,Jenkins,Fr,1.48,39,22262
10476,Max,Orr,Sr,1.93,60,8230
10477,Laura,Rubin,Sr,2.31,75,9237
10478,Gwendolyn,Dean,Fr,1.78,8,15273
10479,Ernest,McGuire,So,0.33,72,15326
10480,Warren,French,Fr,2.36,24,10154
10481,Jan,Cho,Sr,3.52,59,2672
10482,Amy,Shaffer,Fr,0.05,25,17779
10483,Calvin,Shelton,Sr,3.69,81,10535
10484,Phillip,Gunter,Jr,0.32,56,16075
10485,Elaine,Wang,So,3.84,1,738
10486,Eugene,Cheek,So,0.02,46,7999
10487,Carl,Drake,Sr,0.91,38,6552
10488,Alex,McCoy,Sr,3.61,79,15164
10489,Kristine,Weber,Sr,0.52,65,9596
10490,Michelle,Carver,Jr,3.03,9,11580
10491,Douglas,Dorsey,So,1.41,9,5017
10492,Martin,Ray,Sr,1.63,15,11097
10493,Teresa,Pate,Fr,1.22,17,22053
10494,Cecil,Bowden,Jr,3.69,19,11556
10495,Dianne,Woods,Fr,2.96,26,17983
10496,Anna,Friedman,Jr,3.60,66,24471
10497,Lillian,Proctor,Jr,0.24,15,8673
10498,Virginia,Grimes,Jr,0.18,20,10961
10499,Henry,Norman,Jr,1.93,33,7119
10500,Emma,Brady,Fr,1.00,50,7550
10501,Jeanette,Booth,Sr,0.32,65,849
10502,Tiffany,Fisher,Jr,1.67,39,9576
10503,Bobby,Coley,Sr,2.80,23,13642
10504,Dorothy,Goldstein,Jr,1.28,32,4743
10505,Martha,O'Neill,So,2.29,24,15967
10506,Brent,Morris,Jr,3.59,63,7300
10507,Carla,Jennings,Sr,1.55,39,5634
10508,Evelyn,Byrd,Jr,3.63,54,12224
10509,Gayle,Payne,Sr,0.70,3,20905
10510,Clara,Snow,So,2.74,24,8546
10511,Julie,Medlin,So,3.72,12,24008
10512,Joshua,Scott,Sr,1.65,59,8562
10513,Francis,Boyle,Fr,1.80,78,20422
10514,Mark,Bowen,Jr,1.04,66,1342
